GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,APLBE001,APLBE002,APLBE003,APLBE004,APLBE005,APLBE006,APYUE001,APYUE002,APYUE003,APYUE004,APYUE005,APYUE006,APYUE007,APYUE008,APYUE009,APYUE010,APYUE011,APYUE012,APYUE013,APYUE014,APYUE015,APYUE016,APYUE017,APYUE018,APYUE019,APYUE020,APYUE021,APYUE022,APYUE023,APYUE024,APYUE025,APYUE026,APYUE027,APYUE028,APYUE029,APYUE030,APYUE031,APYUE032,APYUE033,APYUE034,APYUE035,APYUE036,APYUE037,APYUE038,APYUE039,APYUE040,APYUE041,APYUE042,APYUE043,APYUE044,APYUE045,APYUE046,APYUE047,APYUE048,APYUE049,APYUE050,APYUE051,APYUE052,APYUE053,APYUE054,APYUE055,APYUE056,APYUE057,APYUE058,APYUE059,AP38E001,NAME_M,APLBM001,APLBM002,APLBM003,APLBM004,APLBM005,APLBM006,APYUM001,APYUM002,APYUM003,APYUM004,APYUM005,APYUM006,APYUM007,APYUM008,APYUM009,APYUM010,APYUM011,APYUM012,APYUM013,APYUM014,APYUM015,APYUM016,APYUM017,APYUM018,APYUM019,APYUM020,APYUM021,APYUM022,APYUM023,APYUM024,APYUM025,APYUM026,APYUM027,APYUM028,APYUM029,APYUM030,APYUM031,APYUM032,APYUM033,APYUM034,APYUM035,APYUM036,APYUM037,APYUM038,APYUM039,APYUM040,APYUM041,APYUM042,APYUM043,APYUM044,APYUM045,APYUM046,APYUM047,APYUM048,APYUM049,APYUM050,APYUM051,APYUM052,APYUM053,APYUM054,APYUM055,APYUM056,APYUM057,APYUM058,APYUM059,AP38M001
"G0400190","2022","AZ",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,"0500000US04019","04019","Pima County, Arizona",1057597,911729,5768,15111,69722,55267,1031053,148963,67591,6916,2055,6714,1556,831,2252,13595,8293,7068,6043,6204,3605,2459,81372,4464,711,6103,2553,638,1191,16464,12688,8918,6633,7929,6184,6896,882090,441639,18839,3848,29259,15831,6079,10939,47058,62153,54065,47661,51767,53508,40632,440451,20072,4096,29420,13721,5680,10045,40785,52439,51412,49283,56447,59995,47056,0.4799,"Pima County, Arizona",,8330,2100,2200,4962,5971,1514,13501,7012,1945,1054,1505,759,592,753,3342,1598,1591,1555,1538,885,797,7973,1238,517,1588,882,477,580,3232,2172,1715,1599,1419,1006,1229,13666,7148,2109,1199,2628,2097,1155,1367,3406,1895,1629,1809,1560,1103,830,8024,1310,1380,2456,1926,1431,1447,3207,2151,1798,1586,1481,1073,1249,0.0152
"G0400210","2022","AZ",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,"0500000US04021","04021","Pinal County, Arizona",464154,409789,765,7115,19708,26777,446986,49295,22375,3123,383,3023,655,53,141,1043,2545,3221,2089,2114,2791,1194,26920,2010,201,2000,1021,466,852,2225,4430,2685,1785,4124,3170,1951,397691,202334,9007,2022,15757,6649,2313,6625,18887,28770,25328,23697,21774,22362,19143,195357,9101,1887,14796,8715,3029,4323,14317,22020,25464,23154,22341,26826,19384,0.4159,"Pinal County, Arizona",,6976,561,2051,2750,7257,1568,7134,3823,1245,439,1444,447,84,184,641,1297,1267,782,691,800,537,3993,1041,280,733,554,417,597,932,1360,1315,607,1309,853,790,6966,3979,1296,938,1788,1572,768,912,1285,2144,1747,1200,998,1098,692,4202,1557,840,1528,1172,736,839,848,1856,1817,794,1339,1028,1097,0.0201
"G0400250","2022","AZ",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,"0500000US04025","04025","Yavapai County, Arizona",246191,227672,31,1972,8607,7909,242449,34467,16073,519,780,1559,533,190,226,2440,1574,2302,958,1603,2089,1300,18394,1130,387,1693,323,209,511,1559,1814,2298,834,2882,2807,1947,207982,102786,3676,540,4435,2313,951,2244,5434,9973,9613,10902,16328,21020,15357,105196,3343,424,3895,3770,1351,1266,4584,8928,8541,11891,17906,23456,15841,0.4596,"Yavapai County, Arizona",,2573,52,763,1604,2035,557,5558,2858,459,588,816,362,195,363,1132,826,974,382,624,690,484,3342,565,503,1015,304,232,599,773,688,962,420,812,802,568,5435,3038,518,493,829,700,465,552,1062,880,971,486,696,752,539,3276,697,343,1057,953,579,603,714,752,1020,735,836,831,576,0.0251
"G0400270","2022","AZ",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,"0500000US04027","04027","Yuma County, Arizona",207842,151998,507,3662,23950,27725,201371,26544,13070,1456,76,1372,255,180,79,920,2374,804,164,2387,2096,907,13474,1316,0,873,304,140,449,1550,1716,657,1542,2322,1254,1351,174827,87239,6023,2007,6859,3915,1103,2926,9064,12127,10682,8657,6528,7775,9573,87588,5248,1543,7731,3954,1376,2375,7486,10921,10839,8897,7889,9549,9780,0.4468,"Yuma County, Arizona",,4143,413,1552,3121,4216,350,5636,3425,879,137,763,281,245,143,557,1350,460,135,829,889,426,2734,589,228,558,414,197,375,886,772,414,751,802,486,592,5654,3386,967,755,1101,1136,646,781,614,1470,763,459,871,945,431,3111,878,693,1221,1016,664,543,888,787,743,934,813,490,683,0.0250
"G0500070","2022","AR",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,"0500000US05007","05007","Benton County, Arkansas",302863,261379,984,3109,11700,25691,298402,21740,10380,1307,99,1709,601,64,310,232,1129,1611,845,1223,713,537,11360,1081,36,854,715,136,155,1116,1252,1122,2169,620,974,1130,276662,138243,7196,1728,11695,6152,1896,4342,12028,21644,22694,17353,14364,10644,6507,138419,8279,2409,12872,4560,1823,3995,10507,20898,21584,15319,15328,12779,8066,0.4307,"Benton County, Arkansas",,4582,779,1143,2196,4046,1992,4542,2748,734,165,824,613,109,212,194,794,838,504,690,323,312,2343,515,60,567,579,243,180,532,630,543,822,313,445,513,5148,3764,1891,689,1428,1391,684,736,551,1293,1278,696,761,606,383,2323,606,1134,1817,1164,695,613,581,805,972,946,374,564,578,0.0188
"G0500310","2022","AR",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,"0500000US05031","05031","Craighead County, Arkansas",113017,108710,0,350,1586,2371,109570,19650,5979,918,391,300,539,149,235,396,1237,388,370,451,438,167,13671,2634,77,1419,271,60,356,2440,1309,1812,1014,1074,632,573,89920,46168,1934,446,3924,2524,879,1219,4348,7039,6533,6579,5507,3422,1814,43752,1252,643,3393,2401,1251,608,3710,6035,5982,5371,5388,4476,3242,0.5007,"Craighead County, Arkansas",,949,208,298,651,1002,245,4039,1907,665,469,303,507,185,254,332,544,324,216,367,348,161,3160,1590,132,825,330,126,292,1388,581,895,599,744,407,380,3996,2033,581,351,1023,917,500,472,889,981,673,708,539,259,178,2719,682,420,1169,1081,602,319,990,1026,816,652,495,701,504,0.0399
"G0500450","2022","AR",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,"0500000US05045","05045","Faulkner County, Arkansas",127665,122925,0,689,1869,2182,122009,19633,8925,595,118,466,572,307,205,1902,1404,941,931,506,738,240,10708,692,183,686,368,0,0,2231,1549,1341,638,1254,744,1022,102376,50567,3063,478,4405,1901,673,870,5078,6646,6680,7391,6153,4367,2862,51809,3157,734,3927,2148,1080,932,6288,6575,7040,6498,5047,4823,3560,0.4445,"Faulkner County, Arkansas",,990,208,410,722,957,830,3759,2390,496,135,288,419,351,256,1471,656,593,707,493,381,258,2407,523,222,484,405,208,208,1095,660,728,343,604,480,586,3824,2572,684,336,1011,692,406,427,1632,803,656,795,483,291,353,2688,1078,375,946,917,518,490,1181,1009,1058,595,708,511,663,0.0305
"G0500510","2022","AR",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,"0500000US05051","05051","Garland County, Arkansas",100089,95436,87,860,1885,1821,98515,17625,7021,1041,31,314,203,0,390,1244,269,619,458,996,1205,251,10604,407,0,565,0,55,744,1042,1305,726,1556,1497,1718,989,80890,41036,1634,438,2256,2165,325,1557,2700,5036,4799,5165,5227,5302,4432,39854,1630,754,2867,592,285,410,2530,4319,4355,5442,5808,5953,4909,0.4779,"Garland County, Arkansas",,1210,161,589,907,747,722,3562,1628,731,58,256,298,208,399,682,257,419,401,509,565,197,2464,338,208,507,208,100,917,690,765,503,785,708,704,448,3665,1827,671,347,683,850,279,561,625,748,607,487,702,512,282,2523,430,586,770,324,250,271,600,661,597,782,817,675,456,0.0332
"G0500690","2022","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,"0500000US05069","05069","Jefferson County, Arkansas",64246,63140,29,154,440,483,58172,11833,4846,834,0,1021,414,8,33,565,139,462,271,520,380,199,6987,912,179,742,139,139,152,743,795,819,260,964,552,591,46339,21939,1428,291,1279,857,432,422,1791,2478,3202,2232,3182,2731,1614,24400,542,178,2074,546,0,1066,1777,3398,2765,3192,3495,3347,2020,0.4670,"Jefferson County, Arkansas",,329,79,188,222,223,802,2382,1148,589,208,635,428,14,47,558,182,427,341,362,345,205,1630,717,217,409,202,255,202,590,432,554,186,390,292,343,2516,1660,581,293,538,460,371,366,506,910,752,418,452,360,268,1541,481,197,590,422,208,448,696,521,769,744,413,292,349,0.0494
"G0500850","2022","AR",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,"0500000US05085","05085","Lonoke County, Arkansas",75225,72074,127,872,1382,770,74105,9257,3877,707,23,891,77,86,66,429,205,421,102,426,228,216,5380,543,75,616,246,74,113,459,1400,612,361,374,335,172,64848,33780,1696,556,2325,1428,402,1080,2738,5033,4765,4388,4376,3288,1705,31068,1304,272,2361,1350,446,862,2383,3278,4161,4727,4616,3093,2215,0.3891,"Lonoke County, Arkansas",,942,176,683,822,572,558,2569,1328,484,42,703,95,137,128,316,275,329,115,340,156,209,1540,479,128,487,303,132,186,568,678,431,336,293,230,123,2517,1438,246,461,621,512,342,303,419,381,395,316,530,398,320,1533,452,346,686,730,344,361,709,683,425,502,620,331,128,0.0247
"G0501190","2022","AR",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,"0500000US05119","05119","Pulaski County, Arkansas",399145,378344,163,3378,7940,9320,390195,68846,29366,3595,404,5015,1783,174,1219,2615,4462,2412,2383,3135,1173,996,39480,3566,697,4637,2697,419,547,5591,4745,6359,3111,3849,2066,1196,321349,154842,8331,694,10661,6575,2100,4524,14895,21224,22435,18635,19168,16782,8818,166507,8963,2250,10078,4568,1913,4398,10541,24404,21629,20931,22206,20153,14473,0.5152,"Pulaski County, Arkansas",,2490,187,1312,1263,2225,1007,11149,5313,1761,435,1957,1034,201,834,1246,1382,887,882,956,488,478,6897,1669,721,2043,1362,468,536,1892,1718,1741,1172,1212,761,516,11273,5517,1664,515,2290,1742,961,1077,2356,2582,1003,1061,1061,614,530,6877,1504,1156,2654,1497,1019,1334,1858,1764,1817,1277,1315,897,578,0.0226
"G0501250","2022","AR",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,"0500000US05125","05125","Saline County, Arkansas",127357,121736,0,545,1658,3418,126180,13451,6090,534,0,844,564,61,0,325,519,939,707,789,301,507,7361,550,0,403,219,276,175,684,1751,870,260,1179,455,539,112729,54956,2442,1366,2798,3124,983,1344,4868,6573,7111,7141,7388,5701,4117,57773,3566,940,4699,2073,902,1226,4338,6271,7925,7719,6784,6585,4745,0.4084,"Saline County, Arkansas",,1147,208,325,853,1127,129,3262,1587,590,208,511,438,101,208,294,424,562,627,440,229,406,2119,458,208,485,259,259,237,525,1048,515,244,565,368,369,3276,1990,658,825,820,837,413,483,1189,850,920,968,533,272,377,2591,1423,647,1065,1018,460,497,1094,1262,868,904,750,443,478,0.0246
"G0501310","2022","AR",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,"0500000US05131","05131","Sebastian County, Arkansas",129059,117217,0,1582,3338,6922,127316,22390,10812,1637,117,256,223,115,410,1369,971,1371,1213,2080,605,445,11578,1458,52,685,289,9,78,1880,1877,1262,811,1105,1181,891,104926,52048,2125,846,5826,1950,653,1772,4627,7885,6595,6060,6064,4848,2797,52878,2199,444,4713,2278,637,1219,3030,7372,6498,7048,7489,5815,4136,0.4890,"Sebastian County, Arkansas",,1917,208,819,934,1924,510,3983,2303,854,165,329,258,192,455,756,582,599,532,676,426,283,2113,658,92,454,321,18,142,725,768,577,479,442,503,484,3919,2313,726,414,857,845,397,646,747,867,671,883,702,491,335,2182,941,433,795,734,469,284,787,1003,886,960,714,796,542,0.0344
"G0501430","2022","AR",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,"0500000US05143","05143","Washington County, Arkansas",256054,220871,1259,1980,8244,23700,245921,36490,17736,1362,0,1260,917,315,408,6348,1558,1897,898,1320,963,490,18754,1171,0,1392,736,122,584,5730,1943,1989,1024,2005,1020,1038,209431,105958,6062,1277,9975,3769,713,3367,11237,17558,15861,13112,10561,7958,4508,103473,5603,3023,7577,3906,1634,2614,9580,15837,14689,12715,11116,9172,6007,0.4710,"Washington County, Arkansas",,4493,706,876,1900,4318,1481,5799,3459,797,208,625,582,229,310,1698,793,916,408,542,496,346,3206,705,208,666,443,151,585,1554,937,921,555,661,459,615,6250,3766,589,714,1508,1050,472,694,1852,949,1400,1098,848,771,429,3673,710,1271,1780,1071,559,946,1406,940,1035,845,825,670,639,0.0266
"G0501450","2022","AR",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,"0500000US05145","05145","White County, Arkansas",77755,75672,0,459,208,1416,75316,12189,4942,548,109,241,211,90,195,536,921,341,507,984,157,102,7247,290,121,551,0,108,715,751,1372,504,1065,935,315,520,63127,31713,1831,221,2297,1870,417,791,3042,3770,4347,4133,3859,3216,1919,31414,1811,64,3845,876,203,441,2668,3209,4205,3583,4373,3494,2642,0.4146,"White County, Arkansas",,621,208,356,145,601,47,3112,1228,350,200,259,175,99,260,413,532,311,338,627,151,98,2244,300,123,392,208,155,663,763,586,405,641,589,214,375,3109,1564,465,272,538,546,316,350,794,805,535,406,623,176,118,2092,399,68,595,454,237,546,804,682,327,708,569,206,418,0.0388
"G0600010","2022","CA",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,"0500000US06001","06001","Alameda County, California",1628997,1041069,4100,24146,310805,248877,1599844,161706,73170,3941,1424,3836,3141,1326,1659,11228,9773,8277,7969,8858,8283,3455,88536,5845,1441,5296,2081,511,1477,13905,15085,10077,5697,9753,9515,7853,1438138,721382,37853,7187,49549,24390,7726,18242,48058,114668,121879,102772,89430,60068,39560,716756,34418,7570,44919,24061,9140,15567,44490,108907,115130,101458,89395,68348,53353,0.4825,"Alameda County, California",,10527,1505,3144,9305,11175,1875,9226,5267,1416,797,1137,992,743,667,2251,1922,1518,1680,1549,1449,781,6044,1835,850,1402,908,302,577,2256,2413,1702,1168,1573,1303,1316,9126,5555,1703,1694,2894,2389,1146,1378,2386,2097,1595,1866,1600,1530,897,6099,1797,1657,2482,2262,1471,1426,2254,2453,1842,1287,1587,1474,1392,0.0072
"G0600070","2022","CA",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,"0500000US06007","06007","Butte County, California",207303,190189,0,832,9585,6697,202356,38102,16432,1278,242,722,400,0,562,4069,2013,1675,1447,1327,1953,744,21670,1141,362,1350,694,143,723,5960,2571,2955,1558,1581,1010,1622,164254,83795,4459,809,6566,2251,1120,2458,9566,12563,10679,9336,9867,8498,5623,80459,3929,473,5503,2946,1306,1227,8329,10554,8981,8751,10332,10861,7267,0.4838,"Butte County, California",,2289,218,436,1789,1375,837,4527,3014,528,248,379,352,218,507,1898,1025,612,635,690,736,433,2863,555,294,673,663,208,591,1262,736,880,561,620,412,455,4526,3157,627,583,1077,603,721,755,2057,869,691,667,789,771,507,2912,688,310,1287,920,464,553,1305,794,989,686,615,492,545,0.0265
"G0600130","2022","CA",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,"0500000US06013","06013","Contra Costa County, California",1156966,825202,2200,17514,186668,125382,1147053,99761,46170,3264,634,5109,3267,999,1584,4701,4491,6111,3839,4801,3923,3447,53591,3091,408,2969,1740,831,1749,5553,7689,6114,6132,6478,5042,5795,1047292,518955,27409,5602,36525,19870,7292,14554,43071,66157,74895,74289,68449,48802,32040,528337,25918,6652,36794,19420,7301,13508,39783,62051,75558,72417,69432,56256,43247,0.4801,"Contra Costa County, California",,10227,662,2794,7206,8608,2172,11441,6148,1188,633,1655,1354,582,706,1745,1304,1492,1292,1519,914,1154,6565,1140,356,1198,776,724,915,2411,1573,1649,1238,1262,1241,1215,11695,6199,1332,1213,2681,1916,1257,1357,1853,1334,1568,1385,1640,1001,1111,6781,1573,1347,2480,1759,1471,1591,2426,1567,1745,1288,1259,1324,1349,0.0115
"G0600170","2022","CA",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,"0500000US06017","06017","El Dorado County, California",192646,169488,53,1978,9928,11199,191241,13897,6152,51,0,56,370,36,55,537,1087,399,652,1978,783,148,7745,0,0,163,0,90,222,1368,863,602,797,1196,1525,919,177344,89692,4009,255,6787,3093,1213,2635,5410,9572,11396,11512,12872,12903,8035,87652,3975,1514,6009,2622,1376,1721,3999,9323,12005,10203,13844,12377,8684,0.4676,"El Dorado County, California",,4065,100,833,1975,3886,476,3052,1758,91,218,106,357,61,85,453,800,505,412,1012,409,142,2005,218,218,283,218,151,187,616,691,625,471,531,638,415,3047,1783,478,187,1049,910,590,618,538,932,788,896,1032,443,385,2469,492,703,1029,829,463,583,781,927,877,932,596,669,513,0.0217
"G0600190","2022","CA",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,"0500000US06019","06019","Fresno County, California",1015190,805124,582,8448,92818,108218,996324,186491,91016,8446,1387,15258,6650,2033,4468,10097,10311,7915,8601,8377,5613,1860,95475,7750,2303,11028,5345,1550,4217,12008,12967,12633,7438,8344,5474,4418,809833,406553,25979,6874,31492,18476,6031,13346,40347,65479,58818,47141,41890,30673,20007,403280,25507,4818,35278,17942,6555,11256,36346,60423,53653,46731,43537,35010,26224,0.4783,"Fresno County, California",,8888,402,1988,6151,7301,2323,13762,7771,1764,754,3148,2005,921,1381,2397,1877,1845,1860,1410,1148,672,8302,1814,1055,2585,1305,754,1474,2438,2387,1830,1674,1515,1170,1148,13759,7645,1848,1970,3043,2718,1219,1685,2409,2403,1747,1909,1496,1152,740,8347,1963,1365,2956,2263,1261,1474,2422,2387,1777,1711,1523,1232,1152,0.0121
"G0600230","2022","CA",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,"0500000US06023","06023","Humboldt County, California",135010,125331,177,630,4998,3874,132174,24333,10357,642,82,1030,59,0,132,1921,1660,941,1154,1408,706,622,13976,494,216,877,920,0,312,2968,2592,1098,1376,1085,1085,953,107841,55598,2048,197,3770,1633,912,1214,4645,8451,8265,7006,6303,7426,3728,52243,2001,400,3322,1459,483,1397,4289,6476,6638,5512,7892,8035,4339,0.4729,"Humboldt County, California",,1824,234,317,1286,1634,438,3290,1941,418,100,779,70,218,237,933,827,381,445,598,318,486,2286,322,322,634,746,218,291,1022,659,625,677,517,490,595,3292,2019,431,157,976,669,739,401,959,1214,616,556,766,630,535,2228,342,290,970,645,540,358,985,1069,849,722,799,550,603,0.0248
"G0600250","2022","CA",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,"0500000US06025","06025","Imperial County, California",178713,117166,90,4878,33779,22800,172247,38933,17822,2247,404,2703,815,516,1434,2173,1999,888,1096,1571,1117,859,21111,1975,247,2078,1086,846,457,2054,2491,2741,1960,1544,1964,1668,133314,67523,4117,1026,5993,3465,639,1842,6674,11202,8982,7475,7189,5506,3413,65791,4147,1439,4949,4164,1231,1698,5907,8804,8441,7582,7494,5454,4481,0.4915,"Imperial County, California",,3929,99,1396,3081,3163,764,6091,2970,902,451,1165,496,403,686,930,886,517,651,716,674,545,3838,1044,268,917,649,549,346,758,997,897,804,660,786,630,6209,3141,945,723,1420,1090,421,680,1050,1164,743,816,676,640,607,3794,976,847,1331,1196,660,717,817,1005,969,852,717,796,659,0.0305
"G0600290","2022","CA",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,"0500000US06029","06029","Kern County, California",916108,728550,1633,11329,71470,103126,892322,159429,73592,6797,1525,11023,6022,1347,4665,6835,7454,7533,7119,6168,4548,2556,85837,8121,1260,10218,5051,1917,3005,9115,11850,11949,6219,8821,4378,3933,732893,373625,25749,4875,32262,20266,7550,9718,40499,57838,52727,41274,38550,27954,14363,359268,22842,6084,32038,17887,6826,10927,35041,52588,46167,42367,37820,29370,19311,0.4694,"Kern County, California",,8552,1006,2821,4817,7200,898,10696,6305,1521,639,1909,1425,599,1158,1635,1587,1721,1453,1212,955,791,5834,1395,608,1960,1417,802,819,1712,1644,1763,1223,1639,940,1029,10877,6348,1539,1331,2682,2417,1731,1518,1740,1808,2012,1607,1261,1012,891,6063,1403,1402,2820,1930,1164,1290,1796,1703,1822,1351,1705,957,988,0.0165
"G0600310","2022","CA",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,"0500000US06031","06031","Kings County, California",152981,124450,197,2365,11672,14297,139712,26210,12562,1122,441,2495,691,538,200,1048,1714,906,1261,1841,222,83,13648,1144,0,1917,1014,0,754,1923,1872,1177,1442,1317,561,527,113502,57984,3984,795,4881,2753,936,1655,7561,8530,9682,6057,4299,4298,2553,55518,4198,541,4905,3167,831,1621,4802,9598,7514,5292,5708,4070,3271,0.4144,"Kings County, California",,3274,258,1002,2291,2276,436,7005,4299,805,373,1267,552,542,237,802,1085,670,862,778,189,115,3551,730,218,921,638,218,636,908,889,532,653,609,307,364,6958,4085,903,670,1281,855,555,710,1487,1148,1413,957,851,334,154,4126,899,329,1287,871,524,665,1079,1756,796,661,727,374,421,0.0240
"G0600330","2022","CA",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,"0500000US06033","06033","Lake County, California",68191,62025,92,444,2436,3194,66685,11175,5376,421,0,888,9,0,192,130,427,135,623,1256,804,491,5799,728,66,201,294,228,65,235,1618,766,595,770,199,34,55510,28027,1318,155,1105,1026,1015,932,2162,2848,3322,3427,3926,3594,3197,27483,1076,72,1018,2144,209,231,1658,2493,3458,2744,3700,5063,3617,0.4844,"Lake County, California",,1285,172,477,819,855,730,2823,1429,359,218,661,19,218,192,214,327,104,320,528,547,352,1732,606,117,202,287,239,116,203,830,594,469,390,210,58,2777,1737,582,153,440,445,353,452,694,803,515,553,728,663,630,1848,657,149,514,520,197,230,829,733,803,805,498,390,295,0.0351
"G0600370","2022","CA",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,"0500000US06037","06037","Los Angeles County, California",9721138,6360648,13933,125705,1757575,1463277,9571103,1327645,602827,41744,8559,62439,30684,11160,21905,70650,65466,75402,65138,67575,48688,33417,724818,42338,9081,59734,29794,13854,19287,77528,97206,93948,76005,76578,64643,64822,8243458,4150805,202911,37529,277038,155237,48743,102492,355643,706085,620926,573147,517068,342393,211593,4092653,192165,36957,257576,146246,47402,95420,331051,650721,570490,556362,525223,389404,293636,0.5054,"Los Angeles County, California",,29069,2755,8658,22783,26125,4185,29715,17086,3793,1791,4861,3023,2396,2630,5607,4644,4752,5008,4834,3714,3007,17973,3751,1719,4696,3546,2054,2511,4719,5161,4690,4569,3937,4288,3751,30485,17144,3911,3519,7234,6625,3328,3451,5941,4889,4629,4941,4868,3759,3121,18546,3939,2950,7163,5490,3449,3719,4823,5165,4701,4524,4063,4341,3926,0.0041
"G0600390","2022","CA",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,"0500000US06039","06039","Madera County, California",160256,122099,15,2354,10874,24914,153587,37382,18701,1594,0,3371,1428,1061,1458,2007,1253,1424,1729,1442,1498,436,18681,832,147,2234,1203,676,2245,1749,1804,3385,1329,1286,883,908,116205,57503,3722,821,4893,2326,413,1478,5406,8328,8348,7248,5960,5790,2770,58702,3451,696,4782,2458,350,847,5987,7713,7050,7177,7236,6981,3974,0.4799,"Madera County, California",,4241,27,1485,2005,3690,807,6109,3578,797,218,1303,798,574,685,1033,697,659,702,616,719,285,2961,596,147,1150,971,532,620,813,815,931,694,542,537,351,6053,3732,797,506,1117,866,366,667,1029,783,775,955,668,862,476,2959,746,559,1084,892,311,578,798,996,1149,636,1208,654,442,0.0353
"G0600410","2022","CA",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,"0500000US06041","06041","Marin County, California",256018,203378,936,3708,27090,20906,250519,19279,9689,0,91,849,516,517,336,153,721,1719,2780,1135,370,502,9590,411,424,166,1354,0,95,1268,325,1262,866,871,1111,1437,231240,110619,4948,403,7371,4124,1178,3008,6567,11770,12852,15700,16714,14784,11200,120621,5001,1703,5115,4896,1502,3356,6911,10068,13439,17859,18435,17416,14920,0.5227,"Marin County, California",,3437,357,1106,2797,2506,808,4040,2575,218,155,691,520,311,288,255,364,921,1529,418,279,233,2444,416,440,221,943,218,132,679,248,622,409,492,599,544,4163,2895,1036,316,1155,1125,369,530,1888,2064,952,1466,445,550,425,2441,896,890,1153,1213,604,665,891,536,814,570,508,495,593,0.0175
